<BEGIN>;;;;;;;;;;;;
G1-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;1;4044;19.3;60;78;195;Kaplan;
G2-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;2;4044;19.3;60;78;195;Kaplan;
G3-FUNIL GRANDE;4;FUNIL - GRANDE;1;Group 1;3;4044;19.3;60;78;195;Kaplan;
G1-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;1;Group 1;1;24;23;40;65.4;109;Francis;
G2-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;1;Group 1;2;24;23;40;65.4;109;Francis;
G3-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;2;Group 2;3;24;26;48;73.8;123;Francis;
G4-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;2;Group 2;4;24;26;48;73.8;123;Francis;
G5-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;5;22;36;49.4;85.2;142;Francis;
G6-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;6;22;36;49.4;85.2;142;Francis;
G7-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;7;22;36;49.4;85.2;142;Francis;
G8-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;3;Group 3;8;22;36;49.4;85.2;142;Francis;
G9-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;4;Group 4;9;22;36;52;88.8;148;Francis;
G10-MASCARENHAS DE MORAES;7;MASCARENHAS DE MORAES;4;Group 4;10;22;36;52;88.8;148;Francis;
G1-JAGUARA;9;JAGUARA;1;Group 1;1;301;75;106;161.4;269;Francis;
G2-JAGUARA;9;JAGUARA;2;Group 2;2;301;80;106;161.4;269;Francis;
G3-JAGUARA;9;JAGUARA;1;Group 1;3;301;75;106;161.4;269;Francis;
G4-JAGUARA;9;JAGUARA;1;Group 1;4;301;75;106;161.4;269;Francis;
G1-IGARAPAVA;10;IGARAPAVA;1;Group 1;1;343;12;42;90;296;Kaplan;
G2-IGARAPAVA;10;IGARAPAVA;1;Group 1;2;343;12;42;90;296;Kaplan;
G3-IGARAPAVA;10;IGARAPAVA;1;Group 1;3;343;12;42;90;296;Kaplan;
G4-IGARAPAVA;10;IGARAPAVA;1;Group 1;4;343;12;42;90;296;Kaplan;
G5-IGARAPAVA;10;IGARAPAVA;1;Group 1;5;343;12;42;90;296;Kaplan;
G1-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;1;305;50;95;190;396;Kaplan;
G2-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;2;305;50;95;190;396;Kaplan;
G3-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;3;305;50;95;190;396;Kaplan;
G4-VOLTA GRANDE;11;VOLTA GRANDE;1;Group 1;4;305;50;95;190;396;Kaplan;
G1-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;1;28;40;80;150;497;Kaplan;
G2-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;2;28;40;80;150;497;Kaplan;
G3-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;3;28;40;80;150;497;Kaplan;
G4-PORTO COLÔMBIA;12;PORTO COLÔMBIA;1;Group 1;4;28;40;80;150;497;Kaplan;
G1-CACONDE;14;CACONDE;1;Group 1;1;521;24.72;41.2;28.8;48;Francis;
G2-CACONDE;14;CACONDE;2;Group 2;2;521;23.52;39.2;27.6;46;Francis;
G1-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;1;522;16.32;27.2;22.2;37;Francis;
G2-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;2;522;16.32;27.2;22.2;37;Francis;
G3-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;3;522;16.32;27.2;22.2;37;Francis;
G4-E. DA CUNHA;15;E. DA CUNHA;1;Group 1;4;522;16.32;27.2;22.2;37;Francis;
G1-A. S. OLIVEIRA;16;A. S. OLIVEIRA;1;Group 1;1;523;6.4;16;36;89;Kaplan;
G2-A. S. OLIVEIRA;16;A. S. OLIVEIRA;1;Group 1;2;523;6.4;16;36;89;Kaplan;
G1-SÃO DOMINGOS;153;SÃO DOMINGOS;1;Group 1;1;1866;9.6;24;32.4;81;Kaplan;
G2-SÃO DOMINGOS;153;SÃO DOMINGOS;1;Group 1;2;1866;9.6;24;32.4;81;Kaplan;
G1-BARRA BONITA;37;BARRA BONITA;1;Group 1;1;516;14;35;75.6;189;Kaplan;
G2-BARRA BONITA;37;BARRA BONITA;1;Group 1;2;516;14;35;75.6;189;Kaplan;
G3-BARRA BONITA;37;BARRA BONITA;1;Group 1;3;516;14;35;75.6;189;Kaplan;
G4-BARRA BONITA;37;BARRA BONITA;1;Group 1;4;516;14;35;75.6;189;Kaplan;
G1-BARIRI;38;BARIRI;1;Group 1;1;515;19.2;48;103;257;Kaplan;
G2-BARIRI;38;BARIRI;1;Group 1;2;515;19.2;48;103;257;Kaplan;
G3-BARIRI;38;BARIRI;1;Group 1;3;515;19.2;48;103;257;Kaplan;
G1-IBITINGA;39;IBITINGA;1;Group 1;1;517;17;43.8;94;234;Kaplan;
G2-IBITINGA;39;IBITINGA;1;Group 1;2;517;17;43.8;94;234;Kaplan;
G3-IBITINGA;39;IBITINGA;1;Group 1;3;517;17;43.8;94;234;Kaplan;
G1-PROMISSÃO;40;PROMISSÃO;1;Group 1;1;519;35;88;173;431;Kaplan;
G2-PROMISSÃO;40;PROMISSÃO;1;Group 1;2;519;35;88;173;431;Kaplan;
G3-PROMISSÃO;40;PROMISSÃO;1;Group 1;3;519;35;88;173;431;Kaplan;
G1-N.AVANHANDAVA;42;N.AVANHANDAVA;1;Group 1;1;518;46;115.8;191;477;Kaplan;
G2-N.AVANHANDAVA;42;N.AVANHANDAVA;1;Group 1;2;518;46;115.8;191;477;Kaplan;
G3-N.AVANHANDAVA;42;N.AVANHANDAVA;1;Group 1;3;518;46;115.8;191;477;Kaplan;
G1-HENRY BORDEN;119;HENRY BORDEN;1;External 1;1;7452;0;40;0;7;Pelton;
G2-HENRY BORDEN;119;HENRY BORDEN;2;External 2;2;7452;0;36;0;6;Pelton;
G3-HENRY BORDEN;119;HENRY BORDEN;3;External 3;3;7451;0;65;0;11;Pelton;
G4-HENRY BORDEN;119;HENRY BORDEN;3;External 3;4;7453;0;65;0;11;Pelton;Group changed after network reduction
G5-HENRY BORDEN;119;HENRY BORDEN;3;External 3;5;7453;0;65;0;11;Pelton;Group changed after network reduction
G6-HENRY BORDEN;119;HENRY BORDEN;3;External 3;6;7453;0;65;0;11;Pelton;Group changed after network reduction
G7-HENRY BORDEN;119;HENRY BORDEN;3;External 3;7;7451;0;65;0;11;Pelton;Group changed after network reduction
G8-HENRY BORDEN;119;HENRY BORDEN;4;Underground 1;8;7454;0;68;0;12;Pelton;
G9-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;9;7454;0;70;0;12;Pelton;Group changed after network reduction
G10-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;10;7454;0;70;0;12;Pelton;Group changed after network reduction
G11-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;11;7458;0;70;0;12;Pelton;Group changed after network reduction
G12-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;12;7458;0;70;0;12;Pelton;Group changed after network reduction
G13-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;13;7459;0;70;0;12;Pelton;Group changed after network reduction
G14-HENRY BORDEN;119;HENRY BORDEN;5;Underground 2;14;7459;0;70;0;12;Pelton;Group changed after network reduction
G1-JURUMIRIM;47;JURUMIRIM;1;Group 1;1;506;21;48.9;73;182;Kaplan;
G2-JURUMIRIM;47;JURUMIRIM;1;Group 1;2;506;21;48.9;73;182;Kaplan;
G1-PIRAJU;48;PIRAJU;1;Group 1;1;614;16;40;72;181;Kaplan;
G2-PIRAJU;48;PIRAJU;1;Group 1;2;614;16;40;72;181;Kaplan;
G1-OURINHOS;249;OURINHOS;1;Group 1;1;2031;6;14.7;65;162;Kaplan;
G2-OURINHOS;249;OURINHOS;1;Group 1;2;2031;6;14.7;65;162;Kaplan;
G3-OURINHOS;249;OURINHOS;1;Group 1;3;2031;6;14.7;65;162;Kaplan;
G1-L. N. GARCEZ;50;L. N. GARCEZ;1;Group 1;1;512;7;18.45;60;145;Kaplan;
G2-L. N. GARCEZ;50;L. N. GARCEZ;1;Group 1;2;512;7;18.45;60;145;Kaplan;
G3-L. N. GARCEZ;50;L. N. GARCEZ;1;Group 1;3;512;7;18.45;60;145;Kaplan;
G4-L. N. GARCEZ;50;L. N. GARCEZ;1;Group 1;4;512;7;18.45;60;145;Kaplan;
G1-CANOAS II;51;CANOAS II;1;Group 1;1;509;7;24;75;187;Kaplan;
G2-CANOAS II;51;CANOAS II;1;Group 1;2;509;7;24;75;187;Kaplan;
G3-CANOAS II;51;CANOAS II;1;Group 1;3;509;7;24;75;187;Kaplan;
G1-CANOAS I;52;CANOAS I;1;Group 1;1;508;8;27.5;77;189;Kaplan;
G2-CANOAS I;52;CANOAS I;1;Group 1;2;508;8;27.5;77;189;Kaplan;
G3-CANOAS I;52;CANOAS I;1;Group 1;3;508;8;27.5;77;189;Kaplan;
G1-MAUÁ;57;MAUÁ;1;Group 1;1;983;60;117;60;113;Francis;
G2-MAUÁ;57;MAUÁ;1;Group 1;2;983;60;117;60;113;Francis;
G3-MAUÁ;57;MAUÁ;1;Group 1;3;983;60;117;60;113;Francis;
G1-SANTA CLARA - PR;71;SANTA CLARA - PR;1;Group 1;1;806;35;60;49;81;Francis;
G2-SANTA CLARA - PR;71;SANTA CLARA - PR;1;Group 1;2;806;35;60;49;81;Francis;
G1-FUNDÃO;72;FUNDÃO;1;Group 1;1;2475;35;60;49;81;Francis;
G2-FUNDÃO;72;FUNDÃO;1;Group 1;2;2475;35;60;49;81;Francis;
G1-BAIXO IGUAÇU;83;BAIXO IGUAÇU;1;Group 1;1;9356;41;117;340;840;Kaplan;
G2-BAIXO IGUAÇU;83;BAIXO IGUAÇU;1;Group 1;2;9356;41;117;340;840;Kaplan;
G3-BAIXO IGUAÇU;83;BAIXO IGUAÇU;1;Group 1;3;9356;41;117;340;840;Kaplan;
G1-MANSO;278;MANSO;1;Group 1;1;21;31;52.5;60;100;Francis;
G2-MANSO;278;MANSO;1;Group 1;2;21;31;52.5;60;100;Francis;
G3-MANSO;278;MANSO;1;Group 1;3;21;31;52.5;60;100;Francis;
G4-MANSO;278;MANSO;1;Group 1;4;21;31;52.5;60;100;Francis;
G1-ITIQUIRA I;304;ITIQUIRA I;1;Group 1;1;4523;18;30.4;24;40;Francis;
G2-ITIQUIRA I;304;ITIQUIRA I;1;Group 1;2;4523;18;30.4;24;40;Francis;
G1-ITIQUIRA II;305;ITIQUIRA II;1;Group 1;1;4525;28;48.3;24;39;Francis;
G2-ITIQUIRA II;305;ITIQUIRA II;1;Group 1;2;4525;28;48.3;24;39;Francis;
G1-PONTE PEDRA;281;PONTE PEDRA;1;Group 1;1;4520;40;58.7;16;26;Francis;
G2-PONTE PEDRA;281;PONTE PEDRA;1;Group 1;2;4520;40;58.7;16;26;Francis;
G3-PONTE PEDRA;281;PONTE PEDRA;1;Group 1;3;4520;40;58.7;16;26;Francis;
G1-JAURU;195;JAURU;1;Group 1;1;4809;19;40.5;26;42;Francis;
G2-JAURU;195;JAURU;1;Group 1;2;4809;19;40.5;26;42;Francis;
G3-JAURU;195;JAURU;2;Group 2;3;4809;19;40.5;26;43;Francis;
G1-PASSO FUNDO;93;PASSO FUNDO;1;Group 1;1;917;70;113;31;51;Francis;
G2-PASSO FUNDO;93;PASSO FUNDO;1;Group 1;2;917;70;113;31;51;Francis;
G1-MONJOLINHO;94;MONJOLINHO;1;Group 1;1;931;18.92;37.12;41;67;Francis;
G2-MONJOLINHO;94;MONJOLINHO;1;Group 1;2;931;18.92;37.12;41;67;Francis;
G1-GARIBALDI;89;GARIBALDI;1;Group 1;1;9735;32;63;100;167;Francis;
G2-GARIBALDI;89;GARIBALDI;1;Group 1;2;9735;32;63;100;167;Francis;
G3-GARIBALDI;89;GARIBALDI;1;Group 1;3;9735;32;63;100;167;Francis;
G1-QUEBRA-QUEIXO;95;QUEBRA-QUEIXO;1;Group 1;1;2836;25;40.5;23;38;Francis;
G2-QUEBRA-QUEIXO;95;QUEBRA-QUEIXO;2;Group 2;2;2836;15;40.5;23;38;Francis;
G3-QUEBRA-QUEIXO;95;QUEBRA-QUEIXO;2;Group 2;3;2836;15;40.5;23;38;Francis;
G1-SÃO JOSÉ;101;SÃO JOSÉ;1;Group 1;1;9220;8;25.5;58;144;Kaplan;
G2-SÃO JOSÉ;101;SÃO JOSÉ;1;Group 1;2;9220;8;25.5;58;144;Kaplan;
G1-PASSO S. JOÃO;102;PASSO S. JOÃO;1;Group 1;1;9218;10;38.5;57;163;Kaplan;
G2-PASSO S. JOÃO;102;PASSO S. JOÃO;1;Group 1;2;9218;10;38.5;57;163;Kaplan;
G1-FOZ DO CHAPECÓ;103;FOZ DO CHAPECÓ;1;Group 1;1;1070;150;213.75;284;472;Francis;
G2-FOZ DO CHAPECÓ;103;FOZ DO CHAPECÓ;1;Group 1;2;1070;150;213.75;284;472;Francis;
G3-FOZ DO CHAPECÓ;103;FOZ DO CHAPECÓ;1;Group 1;3;1070;150;213.75;284;472;Francis;
G4-FOZ DO CHAPECÓ;103;FOZ DO CHAPECÓ;1;Group 1;4;1070;150;213.75;284;472;Francis;
G1-PASSO REAL;111;PASSO REAL;1;Group 1;1;1175;40;82;97;242;Kaplan;
G2-PASSO REAL;111;PASSO REAL;2;Group 2;2;1175;40;76;90;224;Kaplan;
G1-JACUÍ;112;JACUÍ;1;Group 1;1;1162;18;30;23;39;Francis;
G2-JACUÍ;112;JACUÍ;1;Group 1;2;1162;18;30;23;39;Francis;
G3-JACUÍ;112;JACUÍ;1;Group 1;3;1162;18;30;23;39;Francis;
G4-JACUÍ;112;JACUÍ;1;Group 1;4;1162;18;30;23;39;Francis;
G5-JACUÍ;112;JACUÍ;1;Group 1;5;1162;18;30;23;39;Francis;
G6-JACUÍ;112;JACUÍ;1;Group 1;6;1162;18;30;23;39;Francis;
G1-ITAÚBA;113;ITAÚBA;1;Group 1;1;1155;75;125;93;155;Francis;
G2-ITAÚBA;113;ITAÚBA;1;Group 1;2;1155;75;125;93;155;Francis;
G3-ITAÚBA;113;ITAÚBA;1;Group 1;3;1155;75;125;93;155;Francis;
G4-ITAÚBA;113;ITAÚBA;1;Group 1;4;1155;75;125;93;155;Francis;
G1-DONA FRANCISCA;114;DONA FRANCISCA;1;Group 1;1;1176;32;62.5;113;188;Francis;
G2-DONA FRANCISCA;114;DONA FRANCISCA;1;Group 1;2;1176;32;62.5;113;188;Francis;
G1-CASTRO ALVES;97;CASTRO ALVES;1;Group 1;1;1166;19.44;43.33;22;53;Kaplan;
G2-CASTRO ALVES;97;CASTRO ALVES;1;Group 1;2;1166;19.44;43.33;22;53;Kaplan;
G3-CASTRO ALVES;97;CASTRO ALVES;1;Group 1;3;1166;19.44;43.33;22;53;Kaplan;
G1-MONTE CLARO;98;MONTE CLARO;1;Group 1;1;1159;20;65.35;75;186;Kaplan;
G2-MONTE CLARO;98;MONTE CLARO;1;Group 1;2;1159;20;65.35;75;186;Kaplan;
G1-14 DE JULHO;99;14 DE JULHO;1;Group 1;1;1168;15.54;51.8;70;170;Kaplan;
G2-14 DE JULHO;99;14 DE JULHO;1;Group 1;2;1168;15.54;51.8;70;170;Kaplan;
G1-SALTO PILÃO;215;SALTO PILÃO;1;Group 1;1;2863;36.46;95.94;35;55;Francis;
G2-SALTO PILÃO;215;SALTO PILÃO;1;Group 1;2;2863;36.46;95.94;35;55;Francis;
G1-C. CACHOEIRA;115;CAPIVARI-CACHOEIRA;1;Group 1;1;804;15;68.6;2.5;10;Pelton;
G2-C. CACHOEIRA;115;CAPIVARI-CACHOEIRA;1;Group 1;2;804;15;68.6;2.5;10;Pelton;
G3-C. CACHOEIRA;115;CAPIVARI-CACHOEIRA;1;Group 1;3;804;15;68.6;2.5;10;Pelton;
G4-C. CACHOEIRA;115;CAPIVARI-CACHOEIRA;1;Group 1;4;804;15;68.6;2.5;10;Pelton;
G1-ROSAL;217;ROSAL;1;Group 1;1;2696;20;27.5;10;16;Francis;
G2-ROSAL;217;ROSAL;2;Group 2;2;2696;15;27.5;10;16;Francis;
G1-GUILMAN-AMORIM;192;GUILMAN-AMORIM;1;Group 1;1;306;21.5;35.9;21;34;Francis;
G2-GUILMAN-AMORIM;192;GUILMAN-AMORIM;1;Group 1;2;306;21.5;35.9;21;34;Francis;
G3-GUILMAN-AMORIM;192;GUILMAN-AMORIM;1;Group 1;3;306;21.5;35.9;21;34;Francis;
G4-GUILMAN-AMORIM;192;GUILMAN-AMORIM;1;Group 1;4;306;25.1;35.9;21;34;Francis;
G1-SÁ CARVALHO;193;SÁ CARVALHO;1;Group 1;1;1599;1;15;10;16;Francis;
G2-SÁ CARVALHO;193;SÁ CARVALHO;2;Group 2;2;1599;8;15;10;16;Francis;
G3-SÁ CARVALHO;193;SÁ CARVALHO;3;Group 3;3;1599;9;18;12;19;Francis;
G4-SÁ CARVALHO;193;SÁ CARVALHO;4;Group 4;4;1599;22.5;30;20;32;Francis;
G1-CANDONGA;139;CANDONGA;1;Group 1;1;1559;25;45;43;106;Kaplan;
G2-CANDONGA;139;CANDONGA;1;Group 1;2;1559;25;45;43;106;Kaplan;
G3-CANDONGA;139;CANDONGA;1;Group 1;3;1559;25;45;43;106;Kaplan;
G1-BAGUARI;141;BAGUARI;1;Group 1;1;1496;14;35;88;218;Kaplan;
G2-BAGUARI;141;BAGUARI;1;Group 1;2;1496;14;35;88;218;Kaplan;
G3-BAGUARI;141;BAGUARI;1;Group 1;3;1496;14;35;88;218;Kaplan;
G4-BAGUARI;141;BAGUARI;1;Group 1;4;1496;14;35;88;218;Kaplan;
G1-AIMORÉS;143;AIMORÉS;1;Group 1;1;4042;35;110;173;432;Kaplan;
G2-AIMORÉS;143;AIMORÉS;1;Group 1;2;4042;35;110;173;432;Kaplan;
G3-AIMORÉS;143;AIMORÉS;1;Group 1;3;4042;35;110;173;432;Kaplan;
G1-MASCARENHAS;144;MASCARENHAS;1;Group 1;1;2600;18;45;122;304;Kaplan;
G2-MASCARENHAS;144;MASCARENHAS;1;Group 1;2;2600;18;45;122;304;Kaplan;
G3-MASCARENHAS;144;MASCARENHAS;2;Group 2;3;2600;20;49.5;122;304;Kaplan;
G4-MASCARENHAS;144;MASCARENHAS;2;Group 2;4;2600;20;49.5;122;304;Kaplan;
G1-SALTO GRANDE;134;SALTO GRANDE;1;Group 1;1;1502;19;27;21;35;Francis;
G2-SALTO GRANDE;134;SALTO GRANDE;1;Group 1;2;1502;19;27;21;35;Francis;
G3-SALTO GRANDE;134;SALTO GRANDE;2;Group 2;3;1502;15;24;19;31;Francis;
G4-SALTO GRANDE;134;SALTO GRANDE;2;Group 2;4;1502;15;24;19;31;Francis;
G1-PORTO ESTRELA;135;PORTO ESTRELA;1;Group 1;1;1594;20;56;50;124;Kaplan;
G2-PORTO ESTRELA;135;PORTO ESTRELA;1;Group 1;2;1594;20;56;50;124;Kaplan;
G1-SANTA CLARA - MG;283;SANTA CLARA - MG;1;Group 1;1;1511;10.1;20.6;20;44;Francis;
G2-SANTA CLARA - MG;283;SANTA CLARA - MG;1;Group 1;2;1511;10.1;20.6;20;44;Francis;
G3-SANTA CLARA - MG;283;SANTA CLARA - MG;1;Group 1;3;1511;10.1;20.6;20;44;Francis;
G1-IRAPÉ;148;IRAPÉ;1;Group 1;1;4064;70;133;54;89;Francis;
G2-IRAPÉ;148;IRAPÉ;1;Group 1;2;4064;70;133;54;89;Francis;
G3-IRAPÉ;148;IRAPÉ;1;Group 1;3;4064;70;133;54;89;Francis;
G1-ITAPEBI;154;ITAPEBI;1;Group 1;1;5975;90;154;132;220;Francis;
G2-ITAPEBI;154;ITAPEBI;1;Group 1;2;5975;90;154;132;220;Francis;
G3-ITAPEBI;154;ITAPEBI;1;Group 1;3;5975;90;154;132;220;Francis;
G1-PEDRA DO CAVALO;189;PEDRA DO CAVALO;1;Group 1;1;5888;40;80;54;90;Francis;
G2-PEDRA DO CAVALO;189;PEDRA DO CAVALO;1;Group 1;2;5888;40;80;54;90;Francis;
G1-RETIRO BAIXO;155;RETIRO BAIXO;1;Group 1;1;4068;12.7;42.35;53;131;Kaplan;
G2-RETIRO BAIXO;155;RETIRO BAIXO;1;Group 1;2;4068;12.7;42.35;53;131;Kaplan;
G1-QUEIMADO;162;QUEIMADO;1;Group 1;1;4039;17.3;35;15;24;Francis;
G2-QUEIMADO;162;QUEIMADO;1;Group 1;2;4039;17.3;35;15;24;Francis;
G3-QUEIMADO;162;QUEIMADO;1;Group 1;3;4039;17.3;35;15;24;Francis;
G1-BOA ESPERANÇA;190;BOA ESPERANÇA;1;Group 1;1;5520;47.1;55;87;145;Francis;
G2-BOA ESPERANÇA;190;BOA ESPERANÇA;1;Group 1;2;5520;47.1;55;87;145;Francis;
G3-BOA ESPERANÇA;190;BOA ESPERANÇA;2;Group 2;3;5522;53.1;63.55;100;167;Francis;
G4-BOA ESPERANÇA;190;BOA ESPERANÇA;2;Group 2;4;5522;53.1;63.55;100;167;Francis;
G1-CANA BRAVA;252;CANA BRAVA;1;Group 1;1;3964;120;150;231;385;Francis;
G2-CANA BRAVA;252;CANA BRAVA;1;Group 1;2;3964;120;150;231;385;Francis;
G3-CANA BRAVA;252;CANA BRAVA;1;Group 1;3;3964;120;150;231;385;Francis;
G1-SÃO SALVADOR;253;SÃO SALVADOR;1;Group 1;1;3968;60;121.6;234;585;Kaplan;
G2-SÃO SALVADOR;253;SÃO SALVADOR;1;Group 1;2;3968;60;121.6;234;585;Kaplan;
G1-PEIXE ANGICAL;257;PEIXE ANGICAL;1;Group 1;1;7110;70;166.25;280;691;Kaplan;
G2-PEIXE ANGICAL;257;PEIXE ANGICAL;1;Group 1;2;7110;70;166.25;280;691;Kaplan;
G3-PEIXE ANGICAL;257;PEIXE ANGICAL;1;Group 1;3;7110;70;166.25;280;691;Kaplan;
G1-DARDANELOS;310;DARDANELOS;1;Group 1;1;4890;34.8;58;41;68;Francis;
G2-DARDANELOS;310;DARDANELOS;1;Group 1;2;4890;34.8;58;41;68;Francis;Group changed after network reduction
G3-DARDANELOS;310;DARDANELOS;1;Group 1;3;4891;34.8;58;41;68;Francis;Group changed after network reduction
G4-DARDANELOS;310;DARDANELOS;1;Group 1;4;4891;34.8;58;41;68;Francis;
G5-DARDANELOS;310;DARDANELOS;2;Group 2;5;4891;17.4;29;21;34;Francis;
G1-RONDON II;276;RONDON II;1;Group 1;1;6831;19.7;24.4;28;46;Francis;
G2-RONDON II;276;RONDON II;1;Group 1;2;6831;19.7;24.4;28;46;Francis;
G3-RONDON II;276;RONDON II;1;Group 1;3;6831;19.7;24.4;28;46;Francis;
G1-GUAPORÉ;196;GUAPORÉ;1;Group 1;1;4804;24;40;17;28;Francis;
G2-GUAPORÉ;196;GUAPORÉ;1;Group 1;2;4804;24;40;17;28;Francis;
G3-GUAPORÉ;196;GUAPORÉ;1;Group 1;3;4804;24;40;17;28;Francis;
G1-SAMUEL;279;SAMUEL;1;Group 1;1;6891;22.2;43.2;102;169;Francis;
G2-SAMUEL;279;SAMUEL;1;Group 1;2;6891;22.2;43.2;102;169;Francis;
G3-SAMUEL;279;SAMUEL;1;Group 1;3;6891;22.2;43.2;102;169;Francis;
G4-SAMUEL;279;SAMUEL;1;Group 1;4;6891;22.2;43.2;102;169;Francis;
G5-SAMUEL;279;SAMUEL;1;Group 1;5;6891;22.2;43.2;102;169;Francis;
G1-BALBINA;277;BALBINA;1;Group 1;1;8597;20;50;102;255;Kaplan;
G2-BALBINA;277;BALBINA;1;Group 1;2;8597;20;50;102;255;Kaplan;
G3-BALBINA;277;BALBINA;1;Group 1;3;8597;20;50;102;255;Kaplan;
G4-BALBINA;277;BALBINA;1;Group 1;4;8597;20;50;102;255;Kaplan;
G5-BALBINA;277;BALBINA;1;Group 1;5;8597;20;50;102;255;Kaplan;
G1-SANTO ANTÔNIO JARI;286;SANTO ANTÔNIO JARI;1;Group 1;1;8269;51;129.9;234;585;Kaplan;
G2-SANTO ANTÔNIO JARI;286;SANTO ANTÔNIO JARI;1;Group 1;2;8269;51;129.9;234;585;Kaplan;
G3-SANTO ANTÔNIO JARI;286;SANTO ANTÔNIO JARI;1;Group 1;3;8269;51;129.9;234;585;Kaplan;
G1-SINOP;227;SINOP;1;Group 1;1;4478;61;201;320;800;Kaplan;
G2-SINOP;227;SINOP;1;Group 1;2;4478;61;201;320;800;Kaplan;
G1-COLÍDER;228;COLÍDER;1;Group 1;1;4462;30;100;207;517;Kaplan;
G2-COLÍDER;228;COLÍDER;1;Group 1;2;4462;30;100;207;517;Kaplan;
G3-COLÍDER;228;COLÍDER;1;Group 1;3;4462;30;100;207;517;Kaplan;
G1-SÃO MANOEL;230;SÃO MANOEL;1;Group 1;1;4489;85;175;380;947;Kaplan;
G2-SÃO MANOEL;230;SÃO MANOEL;1;Group 1;2;4489;85;175;380;947;Kaplan;
G3-SÃO MANOEL;230;SÃO MANOEL;1;Group 1;3;4489;85;175;380;947;Kaplan;
G4-SÃO MANOEL;230;SÃO MANOEL;1;Group 1;4;4489;85;175;380;947;Kaplan;
G1-CURUÁ-UNA;272;CURUÁ-UNA;1;Group 1;1;99751;4;10;25;62;Kaplan;
G2-CURUÁ-UNA;272;CURUÁ-UNA;1;Group 1;2;99751;4;10;25;62;Kaplan;
G3-CURUÁ-UNA;272;CURUÁ-UNA;2;Group 2;3;99752;4.12;10.3;26;64;Kaplan;
G1-CACHOEIRA CALDEIRÃO;204;CACHOEIRA CALDEIRÃO;1;Group 1;1;8276;22.65;73;220;547;Bulbo;
G2-CACHOEIRA CALDEIRÃO;204;CACHOEIRA CALDEIRÃO;1;Group 1;2;8276;22.65;73;220;547;Bulbo;
G3-CACHOEIRA CALDEIRÃO;204;CACHOEIRA CALDEIRÃO;1;Group 1;3;8276;22.65;73;220;547;Bulbo;
G1-COARACY NUNES;280;COARACY NUNES;1;Group 1;1;8224;6.38;24;50;123;Kaplan;
G2-COARACY NUNES;280;COARACY NUNES;1;Group 1;2;8224;6.38;24;50;123;Kaplan;
G3-COARACY NUNES;280;COARACY NUNES;2;Group 2;3;8225;6.88;30;62;153;Kaplan;
G1-FERREIRA GOMES;284;FERREIRA GOMES;1;Group 1;1;8279;20;84;230;574;Kaplan;
G2-FERREIRA GOMES;284;FERREIRA GOMES;1;Group 1;2;8279;20;84;230;574;Kaplan;
G3-FERREIRA GOMES;284;FERREIRA GOMES;1;Group 1;3;8279;20;84;230;574;Kaplan;
</Hydro turbines>;;;;;;;;;;;;
</END>;;;;;;;;;;;;
